Anonymized Message,Valence1,Valence2,Arousal1,Arousal2,Predicted Valence,Predicted Arousal
"I was keeping up pretty good, but man I got a lot of happy birthdays so thank you all... it's nice to be noticed guys",7,6,3,2,7.384,4.1786666666666665
i love when the night time comes. i love it.,6,8,2,1,7.404,4.444
who wants to go chow yang pasar mlm tonite n can fetch me one leh??,5,5,3,4,5.4256,4.1136
"(, itss been a while since i painted my nails black*",6,6,2,3,4.972,3.6879999999999997
WTF!? a dog out side just let out 3 howls that sounded like an air raid siren....only a bit lower frequency....freaking eerie sounding...,5,4,4,7,5.124666666666666,4.642666666666667
...And boom goes the dynamite.,5,5,2,2,4.792,7.0600000000000005
im so noob! i cant take this shit!! :(,3,3,4,7,4.32,5.386666666666667
Going to build an igloo and snowman with <PERSON>:) Hahaha yes where still children at heart!,6,7,4,5,7.08,4.4832
had a great weekend I hope everyone else did as well :),7,7,3,2,8.277333333333335,5.285333333333333
"happy, got new friends, and lifes getting smoother.",8,8,2,1,8.589333333333332,5.626666666666667
english coursework :-(,4,4,1,3,1.0,1.0
"Ready for my walk to work, i am always much happier than all the people in there cars....aggressive :)",6,6,3,3,6.134666666666667,5.673333333333333
Don't you just despise when somebody makes up something just to make u look bad?,4,2,2,1,4.390000000000001,5.438000000000001
FINALLY beat Chris in monopoly....only took 2 years! However I lost to Mel!!!  ARGH!!!,6,6,7,8,4.230666666666666,5.159999999999999
Yes,5,6,1,1,1.0,1.0
split my toenail open on my flip turn now it hurts! :(,4,3,5,5,4.6896,4.848000000000001
Rain Rain GO AWAY,4,4,4,5,5.250666666666667,4.245333333333333
Why am I working on Sunday nite???  :(,4,3,3,5,7.064,4.124
trust takes year to build and seconds to destroy,5,4,2,1,5.494,5.6240000000000006
"Thank you ALL for the wonderful B-Day wishes.  I had an absolutely wonderful day a great dinner alone with my Hubby and have really enjoyed my days off this week.  I could go back to a 4-work day week real quick!  Wishing all of my wonderful friends and family a very happy and safe Christmas.  Congrats <PERSON> on your new little love that now shares a birthday with me ,).  I can't wait to meet her!! XOXO",8,9,5,5,7.065250000000002,4.843499999999999
the snow and cold weather is great...but i dont want to go to skool in the summer,5,4,3,3,6.452571428571429,4.9154285714285715
guess wt? i changed my perofile picture!.... again . whoo! big shocker there ddn't c dat 1 comin'. bt mabe this picture is better than all d kristen photos i've had...atleast i think so.,6,5,4,5,6.016,4.831999999999999
right now i wish i had someone to dream a little dream of me.,4,4,2,1,6.734400000000001,3.2544
Thanks for the LOVE guys.  I had an AWESOME Birthday.  Im 28 years wise!  LOVE YALL!!!!,7,9,6,7,8.312,5.378285714285715
"Love never dies a natural death. It dies because we don't know how to replenish it's source. It dies of blindness and errors and betrayals. It dies of illness and wounds, it dies of weariness",4,2,3,1,4.6432,4.7096
"i run over a fork on ur car, coz im a ninja!! lol",5,5,5,5,5.532,5.942
NMCMLL its hard and stoof...,5,4,2,3,3.416,6.664
man who knew drawing could be so fun...and tireing at the same time life is good though,5,7,2,3,7.210285714285715,4.425142857142857
... feel the emo inside me stirring........  must.......resist...emo urges.........,5,5,3,4,5.029714285714286,4.878857142857143
"Before you embark on a journey of revenge, dig two graves.",4,4,2,1,5.1088000000000005,5.7632
"According to Urbandictionary.com: <PERSON>=1. a person who uses the services of a prostitute          2. a very extremely confusing guy. shows that he has feelings for you sometimes, but then might just randomly stop talking to you at any time. very flirtatious. manwhore. will lead you on. hilarious. full of charisma. you have to love him. boys are jealous of him. girls are jealous of the girl he is flirting with",5,5,1,1,5.336,5.637052631578948
Capricorn A journey of self-improvement ends almost before it starts when you find out there's a kind of waffle stuffed with cheese and booze.,5,5,2,1,6.753333333333334,4.888
The best thing about me is you...,6,7,1,3,4.5920000000000005,2.776
is excited to see friends and family we will be in florence the 21-23 then the rest of our time we will be in raleigh/middleof nowwhereville it will be fun!,6,7,5,5,7.137230769230769,4.283076923076923
wants out....again.,4,3,1,3,1.0,1.0
stupid washin machine!!!!,4,3,7,7,3.572,5.04
What's a guy gotta do to get a girl in this town Don't wanna be alone when the sun goes down Just a sweet little something to put my arms around What's a guy gotta do to get a girl in this town,5,5,3,3,5.752444444444445,4.230222222222222
Its pretty awesome when your whole driveway is now a skating rink (:,6,6,3,3,6.888000000000001,5.302666666666666
"Went in to hospital for a few hours, but they stopped the contractions.  I still don't know if that's good or bad, lol.  I'm 34 1/2 weeks, so it is still a little early...guess we'll wait :)  Besides, I don't want to share my birthday with anyone!!",6,6,5,5,5.677818181818182,4.700363636363637
Ik im dumb but u gotta love me... u gotta love me right? xD,5,6,4,4,6.856,4.4399999999999995
I love you mom. I dont want you to go but it hurts to see you live in such pain.,3,2,4,1,6.297142857142856,5.1657142857142855
is at her cousin's house,5,5,1,1,5.696000000000001,2.08
Chouiefat People that thinks mr.<PERSON> teaches better football than our school he is wrong i won yesterday 2 boys 10-1,5,5,2,1,5.2656,4.9216
sad... just sad..,4,2,1,2,2.8,3.6639999999999997
"not sure if this is bad parenting (or over-care) but i think aidan has a dickie do\ and it is adorable! i love round bellies on toddlers!!! LOL!\""""",6,7,6,7,6.638,4.843
went to a beautiful wedding today :) all of my friends are getting married.,6,7,3,3,7.654400000000001,5.4832
so much for mah happy ending!!!,4,4,7,7,6.3759999999999994,5.4
"I'm 34 years old and I still don't understand a lot of things, but i'm cool with who I  am.",6,8,3,1,6.010666666666666,3.6506666666666665
ready to wach the game! GO BEARS!,6,6,5,6,6.373333333333332,5.312
Loved Aisha !!! Its soooo like Delhi................,6,7,6,6,7.5840000000000005,4.22
i blew up ma christmas prezzie =(,4,3,4,3,8.672,5.16
"Happy Birthday wishes for tomorrow goes to <PERSON>, <PERSON>and my bro <PERSON>. Heve a fab day guys.",6,6,3,1,7.352,4.938666666666666
Had a good time 2nite. Good to see my skateworlders its been a min since I saw u all!!,6,7,6,5,6.4895999999999985,3.9344
just got back from the dew tour! got to chill with ryan sheckler and a bunch more pro skaters,6,6,5,4,6.014666666666667,3.877333333333333
says Do you remember the good old days back in the 18 hundreds? When you and the neighborhood rowdies used to romp around the yard kicking an old piece of rope. Times may have changed but old man Tran hasn't,6,5,3,1,5.40421052631579,4.026947368421053
Thanks for all the birthday love!!!!!,7,6,7,8,8.698666666666668,5.8933333333333335
"is enjoying my last day of leave :(... Working on my new song before I get back to morrow to sort out Project Awards, Photo Competition Bridge Building and writing my new article for CE magazine...",5,4,2,4,6.685599999999999,4.593999999999999
Like         this status & I'll answer it honestly 1. When did I meet you? 2. Do         you mean alot to me? 3.What do I think of you? 4. Have I ever gotten         mad at you? 5. Are you nice or mean? 6. WouldI care if I lost you? 7.         Would I date you? 8. Have I ever had a crush on you? 9. Do I enjoy being         your friend? 10. Do I... miss yo...u? 11. Do I love your hugs? 12. Do I like your smile?,5,5,1,1,6.341241379310346,4.91944827586207
In St.Maarten there is no phone service on this island!!!!!! But its fun :),6,6,6,8,7.152000000000001,4.884
i like it on your moms bed,5,5,1,1,6.292,3.104
Thanks to all for your birthday wishes....xxxxx,6,7,3,2,8.548,6.264
02/18/2001 A day all NASCAR fans will remember R.I.P. <PERSON> We will miss you.,4,4,1,1,6.5424,4.1952
i need a massage......,5,5,1,3,5.872,4.72
went to juniper last night had a good time with the jeep. got rained on and was soaked when I got home,6,6,2,1,6.193142857142857,3.995428571428572
It's going to be a long day tomorrow....,5,5,1,3,6.444000000000001,3.4779999999999998
"the wedsite asks what is on my mind. there is nothing on my mind, just in it. silly website",5,5,1,1,5.598000000000001,4.134
will this yr ever end.   Lord knows.  hopefully something will happed for the good of all of us. Lets keep smiles and uplifting spirits and maybe it will turn out for the best for all,6,6,2,1,6.337454545454545,4.609454545454545
feels so happy! Wouldn't care if I died right now :),6,8,5,5,5.98,5.2139999999999995
"so happy, just got my truck earlier this afternoon, taking my driving test in the morning. finally 16 now that it's june 10th. =)",6,7,5,2,5.966857142857143,4.441142857142857
"About to get on the road back to Ocala, Thank GOD for giving me the strength....        Because this 6 days a week traveling back n forth is crazzzzzy !        And to alll my FB friends i want to see yall in church tommorow especially u TRINA, U need it the most.",6,4,5,3,6.572266666666667,4.607466666666667
why cant this all just end and go away!! its not worth all the tears,4,1,6,6,5.213333333333334,4.466666666666667
Had a great day at training today and looking forward to the next and then a busy night and then its FRIDAY!!! Ok so nothing really cool planned but still.,6,7,4,7,6.8552,4.728
Be Who You Are and Say What You Feel Because Those Who Mind Don't Matter and Those Who Matter Don't Mind. -- Dr. Seuss,6,6,1,1,5.933714285714286,4.010285714285715
"GO KARTING\ what a blast it was!!!!! Rocking sunday....:)\""""",7,8,7,9,4.874666666666666,5.176
"I might not be pretty or sexy, not have the perfect body or be beautiful.. I might not be anyones 1st choice either.. But.. IM ME! I dont pretend to be somebody else.. Copy this and post it to your profile if you live your life being you and you are proud of it Ã¢â„¢Â¥ Ã¢â„¢Â¥",7,6,4,4,6.926222222222223,4.711555555555556
"The weak can never forgive. Forgiveness is the attribute of the strong......\\""""",5,5,1,3,6.310666666666666,4.497333333333334
It takes 7 secs for food to pass from mouth to stomach. A human hair can hold 3 kg. The length of a penis is 3 times the length of the thumb. The femur is as hard as concrete. A woman's heart beats faster than a man's. Women blink twice as much as men. We use 300 muscles just to keep our balance when we stand. The woman has read this entire text. The man is still looking at his thumb. Repost if this made you smile!,5,6,3,4,5.898206896551724,3.936275862068965
"Cus you thought you'd win, 	but I'd knew you'd lose, 	Honey, I'm flyer than altitude cruise,",5,5,1,1,6.337142857142857,4.659428571428572
"What's important in this life is to crush your enemies, see them driven before you and hearing the lamentations of their women.",4,3,2,1,6.311999999999999,5.287999999999999
Crisis! I have run out of Marmite!!!! :-(,5,4,6,7,5.018666666666667,6.298666666666667
All this alcohol and no one to drink it with,4,3,1,1,5.04,5.029333333333334
who in the world is Mouhamed Ali Mido?????? hes kinda creepy,4,4,5,5,3.988,6.02
The best part of 'Kites' was the trailer of 'I Hate Luv Storys'...................... Want my money back  :-(,4,4,3,3,5.250666666666667,5.230666666666667
Good game guys! We finally won by more then one goal and it put us in the semis :),6,7,5,4,6.530666666666666,4.513333333333334
"must be mad ta get up at. 5 in the morning on my day of to go fishing ,,,,",5,5,3,3,5.631,4.317
Damn it's hot!!!,5,4,6,7,3.252,7.096
"Oh my goodness!!!! I love my boyfriend!!! He's so nice, and wonderful, and thoughtful!!! And when I'm sad, he always cheers me right up!!!! I haven't felt this happy in soooo long!!!!!",7,9,9,9,7.276666666666666,4.941333333333333
Where theres a whip theres a way,6,4,2,1,3.752,5.696
I don't want to grow old. I want to stay the way i am right now forever,5,5,2,1,6.131428571428572,4.52
Thanks everyone for the Bday wishes.  COFFEE!,6,5,6,6,7.586666666666666,4.973333333333333
Its hard to understand that the one who hurt you is the one you trusted most...huhuhuhu....sori for me!!!!!!!,4,2,6,8,4.5328,4.902399999999999
bad trip...,4,4,1,3,5.0,6.072
"LMAO, it wasnt my birthday on the 1st ROFFL",5,5,4,4,8.752,7.752000000000001
my siss's bday is coming up!! what do i get her?... oh ik! how bout apair of Jordans?! wait no thats what i want...,5,5,4,6,5.451428571428571,5.315428571428571
I'M SO BORED! NUTHINZ ON MY MIND,4,4,5,7,4.212,3.2199999999999998
"Wow, <PERSON>, what a jackass.  Seriously?  You doubt evolution and mock the proven facts of the missing links leading to humanity.  You sir are an asshole.  Last time I checked, I haven't actually seen 'God' kickin around my neighborhood lately.  I guess fiction, I'm sorry the bible, is more important than nonfiction these days...",4,2,6,4,5.389200000000001,4.751600000000001
"Google won't search for Chuck Norris because it knows you don't find Chuck Norris, he finds you.",5,5,2,1,5.986000000000001,5.306
<3,6,7,1,1,1.0,1.0
thinks that he might be slightly addicted to FarmVille.  I wonder if there's a 12 step program.,5,5,2,1,5.436000000000001,4.521333333333333
Friends are angels who lift us to our feet when our wings have trouble remembering how to fly.......!!<3<3,6,9,4,6,5.948571428571428,5.147428571428572
To all my friends who had Restaurant City..Please please gift my friend Donny Chan please..,5,5,2,3,8.0544,4.8384
"Be careful who you fall for,you may just be help with the bills.",4,4,2,1,5.692,4.225333333333333
Thanks for all the birthday wishes~~may you all have the same blessing also =P,7,6,5,2,7.8432,4.5872
is now 22 years old...,5,5,1,3,5.252,3.436
is drinking australian <PERSON>to try how it helps under sleepless,5,5,1,1,4.677333333333333,4.786666666666667
H1N1 Visits FAFB...How do you feel about it?,5,5,1,3,6.888,5.6
Porto gonna get gunned by arsenal 2night,5,5,2,3,5.42,6.34
See those NY Giants tonight! Sure it's pre-season but that defense is going to be nasty this year. Good luck to everyone else,6,6,5,4,6.13,4.239
I hate going to basketball games. Their so gay.,4,2,2,3,4.288,6.741333333333333
wow today is just crazy maybe a beer and some music to sooth me jangled nerves=),6,6,3,2,5.351999999999999,6.038399999999999
i'm sleepy,5,5,1,1,5.832,2.0
Id ike to thank everybody who came to are wedding me and <PERSON>are both shattered but had a greatday yesterday with all are family and friends.,6,7,4,1,6.599,5.055000000000001
Thanks for all the birthday wishes... love you guys!!!,7,7,7,6,8.698666666666668,5.8933333333333335
bejeweled blitz!!  =],6,7,5,6,4.336,6.776
here comes the weekend.... but no plans :(,4,3,3,4,7.752000000000001,6.0
The roof! The roof! the roof of walmart's on fire!......Hahahaha,5,5,6,5,5.372,3.9640000000000004
MERRY CHRISTMAS PEEPS,6,5,4,5,8.752,6.004
I think I am allergic to <PERSON>s house.... having major asthma issues,4,4,2,2,4.824,4.4864
"Loving life! Ready for a fresh start and warm weather in Georgia then off to Lackland (hopefully) to go push flights with one of my closest friends! If life could get any better, my car would me made of chocolate!",7,9,5,5,6.976499999999999,4.7725
Be who you are and say what you feel because those who mind don't matter and those who matter don't mind!,6,6,5,5,5.933714285714286,4.010285714285715
Baking cookies!! (= I love the 4th,7,7,6,6,7.325333333333333,4.800000000000001
UGLY uniforms!!!!!!!!!!!!!!!!! We look as bad as we play.,4,2,9,8,4.646000000000001,5.898
When a guy says ur hott hes lookin at ur bodyy.When a guy says ur pretty hes lookin at ur face.When a guy says ur beautiful hes lookin at ur heart.,6,6,2,1,6.768,4.641333333333334
"if you knew what was on my mind, you'd be begging for a safety room with the jacket that makes u hug yourself!!!",4,4,6,7,6.271999999999999,3.962285714285714
it is raining,5,5,1,1,1.0,1.0
"swim meet today, didn't make it back to finals i sucked but im going to movie so the movies so thats good i guess.:)",6,6,3,2,6.751111111111111,4.437333333333333
Midnight In Motion Lyrics Page Complete,5,5,1,1,6.1808000000000005,3.976
playing on the mac book.,6,5,1,1,7.416,2.6799999999999997
is a lover not a fighter.. but he's a fighter too so don't get any ideas,5,5,2,3,6.789999999999999,6.86
eyelids ....... fight ........ gravity,4,5,1,3,5.164,7.0120000000000005
nice day maybe i should do something.........nah,5,5,1,2,7.184,4.357333333333333
"Oh god, i think i'm going to die no computer. :<",4,4,2,3,5.754,5.093999999999999
Consumed by anger.,4,2,1,1,2.336,7.92
im so good at sleep i can do it with my eyes closedÃ¢â‚¬Å’,5,5,1,1,6.998399999999999,3.6319999999999997
check out what's new in my profile... give me a buzz... =),6,6,3,3,6.1392,4.7872
today MAHA SHIVRATRI trust him and pray to him his blessings will shower like a rain......OM NAMASHIVAYA,6,6,5,4,6.965000000000001,3.8359999999999994
Well i better go. Bye,5,5,1,3,4.54,4.356
Dang you cornsuckers... DANG YOU!!!,4,4,6,8,1.0,1.0
....What it look like......lol.....,5,5,2,3,6.752000000000001,4.128
"My father once told me, We are always dying",4,3,2,1,4.408,4.9879999999999995
"liver,bacon,onions mash and gravy mmmm",6,6,2,2,5.37,4.018
"is in Palm Coast, Florida :)",6,6,3,2,6.0,3.36
"..is moonwalkn on water, wit bricks tied around his kicks.",5,5,2,3,7.6240000000000006,3.428
"not yet done with my APE... having lunch with Dadi Jay in Pepper Lunch, EDSA Shangri-la",5,5,1,1,6.1823999999999995,4.4496
i finally finished my project!!! . . . but i still got tutor homework ='[,5,4,6,6,5.7424,4.264
Goodnight.,5,5,1,1,1.0,1.0
"*insert some witty, funny, and/or bitching about my job status message here*",5,5,1,1,6.677333333333333,5.237333333333333
Merry Christmas!,7,6,5,4,8.752,6.004
"is rather sad that <PERSON>,<PERSON>,<PERSON>,<PERSON> and <PERSON>  will be leaving soon!:(",4,3,4,5,4.5120000000000005,4.045999999999999
What to do? What to do?,5,5,1,3,6.36,5.3839999999999995
is very hungover,4,4,1,1,1.0,1.0
fight tomorow yall needa go be a good fight,5,5,2,3,6.088,5.4559999999999995
this week went by too slow =/ finnaly FRIDAY tomorrow WHOOP WHOOP here i come KNOTTS! =D,6,7,6,7,5.491428571428572,3.6548571428571432
thinks Avatar rox,6,5,2,1,6.064,4.279999999999999
"My sweet boy is at the Vet today to have blood drawn to check his medication levels.  He had a seizure late Sunday night and they have to see if his medication needs to be increased.  Poor guy, but at least he was excited to go to the Vet!!! :-)",6,6,5,6,5.585454545454545,4.563272727272728
"Life has handed me a fare share of lemons. I have decided to make grape juice with them, then stand back and watch everyone wonder how the hell I did it.. :)c",6,7,2,3,6.0939999999999985,4.674666666666667
so excited... getting hibachi later!!!,7,6,7,7,8.264,8.448
thinks it's weird that Facebook deleted half of his wall...,5,4,2,3,4.138666666666667,4.157333333333334
well scouts went okay there were only maybe 5 or 6 boys that showed up.  Weather here is awful. I dodged no less than 5 downed trees on the way home.  So proud of mark he picked up knot tying really quick.  some of the adults were scratching their heads and mark picked it up in a snap.  Tonight he did a square knot and  a bolan (spelling?)  Knot.   AWESOME!,6,6,6,6,5.711578947368421,4.300631578947369
feels like I woke up in a different apartment...,5,5,1,3,6.466666666666666,4.039999999999999
Is drowning in work =(,4,3,1,2,6.752000000000001,5.768
"Ã¢â‚¬Å“We are ready to get this done today but there has to be movement on all sides to recognize that it is better for us to act than to talk. Better for us to choose action over inaction; the future over the past. With courage and faith, I believe that we can meet our responsibilities to our people, and to the planet.Ã¢â‚¬Â-the President",5,6,2,3,6.642666666666666,4.768380952380952
"...,friends make a person how to lived..but love make it something special..both of them are important..but one of them causes pain..sometimes..both of them cause it..T_T",4,4,1,3,6.3096,4.9152
LOST 20lbs JUST NEED TO LOSE 40 MORE,5,6,4,3,3.1973333333333334,5.733333333333333
"Ohhh, bored.. Someone should see if I can hang out with them...",5,4,2,3,4.546,3.65
"Some say the world will end in fire, Some say in ice. From what I've tasted of desire I hold with those who favor fire. But if it had to perish twice, I think I know enough of hate To know that for destruction ice Is also great And would suffice.",5,4,2,1,5.3028571428571425,4.822095238095239
whats going on today? its 11 am and im already bored. Hit me up,5,4,2,1,4.183999999999999,4.744
Thanks for the b-day wishes to all,6,5,2,1,8.344,4.776
now dread free,6,5,1,1,5.196,6.168
"Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth",5,5,1,1,6.774666666666666,4.177333333333333
Wow!first day of scol,5,5,3,5,6.376,4.076
"Before you criticize someone,	 you should walk a mile in their shoes. That way, when you criticize 	them, you're a mile away and you have their shoes.",5,5,2,1,5.147555555555556,4.532444444444445
nite nite my sweet fb nite owls!,6,6,4,5,6.343999999999999,4.343999999999999
wish u all merry cristhmas and happy new year,6,5,2,1,7.734399999999999,5.516799999999999
"so we got to elkins high school late, had to set up with all the middle school already there, played a good concert, waited around for about a half an hour, played another one, went to walmart, got free food, went back, packed up, and went home, it was a looonnnggggg day!!!!! :D",6,7,7,7,6.351500000000001,4.0675
needs a pair of nice heels/boots... hmm,5,5,1,3,6.168,3.9059999999999997
Merry Christmas to all and to all a good night!,6,6,5,5,7.948,5.029999999999999
is wanting to go white-water rafting this summer in Colorado! Who wants to join me for some fun?,6,6,5,4,6.9664,5.1104
missing my girls!!!!,4,4,7,6,3.448,4.343999999999999
Giving in to nostalgia,5,5,2,1,5.848000000000001,3.6799999999999997
"there's quite a heavy bit on my mind these days. But in due time, it will all come together. In the meantime, yes folks...Miss King is living like she's dying. My mother recently told me whatever makes u happy, do it today cuz tomorrow may not come for u.",6,5,2,3,6.078857142857142,4.349333333333333
can't wait to kick ass at kickboxing tonight!,6,6,6,5,3.49,6.18
I am getting ready to go out in the real world and cut me some trees..... can someone please ask someone in charge to pay the heat bill?  it's a little chilly!!!!,5,4,6,6,5.357142857142857,4.436571428571428
"goal number 1, graduate school and get a job:CHECK been there done that. Goal number 2, become fluent in spanish and star in a spanish soap opera: in progress",5,5,2,1,6.5738666666666665,4.5408
Watching Lost Boys and being all mopey.....,5,4,2,2,2.5919999999999996,6.303999999999999
"Listening to Judas Priest, drinking Jameson whiskey, and updating facebook.",5,5,1,1,5.626666666666668,4.970666666666666
"Had fun spending time with my sister and my beautiful neice last night! I bet Jessie is going through withdrawals now though, since I found her phone in my van after getting back home from dropping her and Alyssa off @ their house...",6,7,4,4,6.176,4.456571428571428
JST WANT MY BED,5,5,3,5,6.1,4.26
Thank you all for the birthday wishes!!!,6,6,6,6,8.708,5.788
"Please hold, your status messages are important to me.",5,5,2,1,6.1546666666666665,4.458666666666668
its funny when she feels like shes the only one thats fighting to fix things when ive given up everything and done everything shes asked no questions and no arguements and still im reminded that after everything im still not making a difference,5,2,2,3,5.827428571428571,4.986285714285714
:) Matthew from Kings of Leon wave hi to me on friday nite of the concert... Yeey I love them so much.... hehe :),6,7,4,4,7.368,5.5760000000000005
Excited for the weather this week. I am so ready for winter to be over!,6,6,5,5,6.701333333333333,4.398666666666667
HEHEHEHAHAHA lol. Just got my new carrr!!!  So excited!!,6,7,6,8,8.3,6.683999999999999
People change I guess... Things they couldn't do before they can do now... Not because of you but because of others... Just because you're happy for them doesn't mean you can't be a little hurt because you've been left behind... Forgotten :(,4,2,2,3,5.306285714285715,4.525142857142857
Wow,5,5,1,2,1.0,1.0
live today,5,5,1,1,7.744,4.9159999999999995
had a blast at the suns game! thank you <PERSON>!,7,7,5,5,5.96,6.5200000000000005
"My idea of fun...is killing everyone!\\""""",4,3,5,5,5.661333333333333,7.239999999999999
"Just got my aftercare call from my tattoo artist. Awww, he even asked about my car, too kind! Tattoo is fine, car is still sick but at the Dr's. (Deep Breath) Favor Lord? More More More Favor",6,5,3,3,6.250857142857143,4.469714285714286
"boooooooooooooooooooooooored, what the faaaaaack",4,4,2,4,1.0,1.0
gudnyt guys.. gudmurning na rin..,5,5,1,2,1.0,1.0
<PERSON> is kicking my boogie on call of duty! Yikes!,4,5,6,5,5.188000000000001,6.102
thank you for all the birthday wishes! i love you all<3,7,8,6,5,8.805333333333333,5.5760000000000005
I just scored 217488 in Mega Jump!!! Beat that! <URL>,6,5,6,7,5.341333333333334,6.466666666666666
"I hate living in a society where torturing one animal is cruelty, but torturing many animals is science.",4,2,2,3,4.7862857142857145,5.504
Heard blues by the bay from my house... Did a ton of laundry. Did a dump run.. And went to my moms and stacked wood. Now i'm helping fold 10baskets of cloth.,5,5,1,1,5.204,3.8007999999999997
thanks everyone for the birthday greetings,6,5,2,1,8.548,6.264
My stomach was making the rumblies        <PERSON>     That only hand would satisfy,5,5,1,1,5.538,4.836
Ã¢â„¢Â¥ YouÃ‚Â´re better then the best... IÃ‚Â´m lucky just to linger in your life.. Cooler than the flip side of my pillow thatÃ‚Â´s right.. Ã¢â„¢Â¥,6,8,2,2,6.1450000000000005,4.208
trevwon't go too bed,4,5,1,1,5.4559999999999995,3.456
One more week till we move to jersey! Bitter sweet,5,6,5,5,5.203428571428572,4.267428571428571
I'll add more later.,5,5,1,1,6.824,4.92
how fast time passed:-((((((,4,3,1,2,5.832,3.3040000000000003
oh so tirrred.. to behave? or not to behave........,5,5,1,2,6.416,3.904
Thanks to all for my birthday wishesssssss,7,5,4,3,8.548,6.264
"Totally psyched! Just registered for the Wedding Planners Institute of CanadaÃ¢â‚¬â„¢s June 26th & 27th, 2010 course!",6,6,6,5,7.1306666666666665,5.5440000000000005
Huhuuh :( skool holidays is ending soon! So soon!,4,3,5,5,6.132,4.5440000000000005
every one press up up down down left right left right B A enter up down then circles will appear on your facebook page to get them off refresh page,5,5,1,1,5.430000000000001,4.156000000000001
makaboring!!!! work na2man,5,5,6,7,6.752000000000001,5.768
ya,5,5,1,2,1.0,1.0
wants to thank all her buddies for the birthday wishes. thank you all.,7,5,3,1,8.693333333333332,5.133333333333334
"<PERSON>, Anthropologist",5,5,1,1,5.408,4.08
Fell asleep way too early dude now im up!,5,5,4,4,5.4496,3.5056000000000003
"Tombstone head and a graveyard mind, Just 22 and I don't mind dying",4,3,2,1,3.8200000000000003,4.725333333333333
i only want positive news on fb from now on everybody cheer up,6,5,1,3,7.401999999999999,6.032
"There are as many nights as        days, and the one is just as long as the other in the year's course.        Even a happy life cannot be without a measure of darkness, and the word        'happy' would lose its meaning if it were not balanced by sadness..",4,6,1,1,5.4992,4.370666666666667
thinks its time that she starts designing 'Man'...!!,6,5,4,5,6.557333333333332,3.8533333333333335
"Well facebook friends and family, I had a wonderful Christmas!!!! I hope u all had a great holiday as well. This year I didnt have to help my son open any presents and it was soooo exciting watching him get sooooo excited about each gift. AWESOME!!!!!",7,7,8,9,7.7924444444444445,5.328
PISS N LOVE,5,5,4,5,6.416,4.924
is all packed to go to France tonight!  Woohoo!,6,6,5,6,5.672,5.444
Finished positive-and-negative decimal-to-binary converter. Just realized how simple this is...,5,5,1,2,5.652,3.068
babysitting<3,6,6,1,1,1.0,1.0
i wasn't the son my father wanted,2,1,1,1,7.416,3.792
Love is a kind of torment as a lover should endure,5,5,2,1,6.0816,5.696
If we dont fight for what we believe in what would be the point of living? Use your voice and stand up for something!,6,6,5,5,5.8551111111111105,4.303111111111111
"Well i hope this is it, Congrats to <PERSON> on her new baby boy, finally he's here! :)",6,7,6,5,7.453333333333333,4.6306666666666665
Is addled due to his ''sweet tooth'' and wishes the ants were here. *_*,5,4,3,2,5.450666666666667,3.688
who hates me thumbs up?,5,3,2,1,1.0,1.0
"If I'm not rollin' like a rockslide, I'm layin' in da cut like peroxide!",5,5,4,5,5.772,4.45
hahaha. . . I spam my own page. . .,5,5,2,3,4.46,3.312
wow! i absolutly live in a house w/damn fools  i got one on the for talkin to me on the phone and she aint even related idr y she was i got one in the room screamin bitchin for that reason she was phone then i got one damn that aint nobody listen to askin who i'm on the phone with no yo damn bidness god! what am i gon do and i'm still half awake,4,1,5,5,5.653473684210526,4.511578947368421
"Quotes from tiffs b-day...OMG! My pants have gone AWOL!... Why does it feel like someone pissed on me! Are those special brownies! Made with happieness! There's no point... It's dead, there's no point ( bliss laughing maniacally)",5,5,5,6,5.657230769230769,4.629538461538461
"doesn't feel well at all =( ..sick to my stomach, dizzy, light headed..maybe a nap will help, i hope.",3,2,2,3,5.623111111111111,4.227555555555556
I'm kinda sad I keep missing episodes of America The Story of Us on the History Channel. It's truly a Greek tragedy.,4,4,2,1,4.621714285714286,4.388571428571428
@Cardiff,5,5,1,1,1.0,1.0
"Got off work 1 and a half hours ago, half a bottle of vodka down, thanks sean for passing out after you made me drink this delicious poison, looks like its 2008 all over again, a bottle of vodka and I alone once again.... oh lover how i've missed you.... ;)",6,6,2,3,5.315764705882353,4.55670588235294
Heading to the gym...need to get my sorry a$$ back in shape!!,5,4,6,6,5.425142857142857,4.548571428571429
Busy day tomorrow should probably start my homework,5,5,1,1,5.7888,4.1808
I am a nutjobbbbbbbbbbbbbbbbbbbbbb,4,4,4,4,1.0,1.0
can't wait to see daragon carson this saturday,6,6,1,2,4.436,2.7439999999999998
I'm getting ready to cook supper. On the menu tonight... Parmesan Crusted Chicken with Fettuccine and Alfredo Sauce.,5,5,1,2,6.499428571428572,4.190857142857142
"Let's see who is paying attention. Every single one of you are on my friends list, as a result of a conscious decision. I wanted you there! I am not only glad to count you as friends, but also as family. Let's see who on my friends' list actually pays attention. Copy and paste this as .........your......status.... I'll be watching to see who repost and comments.",5,7,1,3,6.471636363636364,4.26509090909091
Just got my DREMEL! Thanks to Riz Kid. I'mma be  killen' the jewelrey now dude.,6,6,5,6,7.314,4.042
